reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,processed_text
A2310LCV722XX7,B007WO5LF6,"OJ Oshin ""Muyiwa""","[0, 0]",This is a very very solid device. It does hold a charge well and it also delivers a perfect charge output for your devices. It has a durable feel and has a powerful torchlight. Highly recommended.,4,External Battery,1388707200,"01 3, 2014",
A2WGA02PZ238W6,B003SHM08W,Alissa Spearman,"[0, 0]",Good case but is. Mission to take off. I really like it but Is ruined by how tough the case is to take off.,5,Great case,1367107200,"04 28, 2013",
AAOYA0DKWED4W,B00L3MG3S2,WombatComputing,"[0, 0]",Nice case for my Samsung S5.,5,Samsung S5,1405468800,"07 16, 2014",
A1JCL6GOO8BJZG,B005LUBUT4,Gabriela,"[0, 0]",This was the first case I ordered for my iPhone... The color went beyond pretty and it looks great... Even though I have like 20 different colors this is the or that I use the most!,5,Spectacular!,1352505600,"11 10, 2012",
A1RH2DW9AXTDXF,B005AOKW8Q,Ofilia,"[0, 0]",Not happy with these pens...some work and some don't...the rubber is too long and when touching screen they mash and squish on the rubber...not very user friendly.,3,10 Pcs Set,1373673600,"07 13, 2013",
AM7U4FXXNE02I,B00F6SPYJS,Clockwork,"[0, 0]",Inexpensive and works well with my nexus 5 and 7. Compact and does charge quickly.,5,Five Stars,1404604800,"07 6, 2014",
A26FEJTPYJ934F,B0049SKHYS,"Taylor Corbet ""Taylor Corbet""","[2, 3]","I have a Linux computer (Debian/KDE 4 environment) and I thought I'd have to configure something extra to use this, but all I did was plug the bluetooth usb in and Skype picked up the ear peace instantly. The sound quality was great. Also tried it with my Nokia N900 and it works perfectly.",5,Love it!,1296086400,"01 27, 2011",
A2FKXU13USTGK0,B008DO50N2,Luvnme1st n Philly,"[1, 1]","This case is cute and chic. It does not add bulk to your phone and it makes it look jean like,",5,Sexy Denim,1361318400,"02 20, 2013",
A11J1FHCK5U06J,B00II0M68I,Karinna Ball,"[0, 1]","Sleek and compact - very easy way to make sure that all of your essentials stay charged and ready when you are on the road.  Brilliant idea to convert your vehicle's cigarette lighter slot into a charging stations for your phones, GPS, music players etc.  Excellent packaging, fast shipping, great price and friendly customer service - we love Liger!",5,Perfect problem solover!,1402704000,"06 14, 2014",
A22GY3E2XPRQUE,B0072KY4K8,Michael Estep,"[0, 0]","This charger Cable worked great, I got them for some of my students and they were very happy with them.  Awesome!",5,Great Deal,1357084800,"01 2, 2013",
A6LAVUGY6HU9G,B00A8ZEG0C,j. curry,"[2, 3]",This product arrived early. I love this product because it really blings and it catches other peoples eye. They want to know where I got it and did it cost alot. It fits my phone well and matches most of my phone cases. I would recommend this product to anyone who likes bling and attention.,5,My Bling,1358985600,"01 24, 2013",
A1T9E0H192HPKB,B004G7BKFC,Stacey,"[0, 1]",Didnt use it because by the time it came I had already upgraded to the iphone 5 so I'm trying to find someone to give it to.,3,Good I guess,1369094400,"05 21, 2013",
A2QA9IR0FKHS2Z,B002BH3I9U,John,"[0, 2]","I am shocked and dissappointed in the sound quality from these headphones! They sound cheap and tinny. The device works fine and has a beautiful appearance, but they sound like something found in the dollar bin at Dollar General. I have the Motorola SD-10 bluetooth headphones, and love them. I can't believe the same company makes both. These are simply terrible!",2,Dissappointed!,1355702400,"12 17, 2012",
A1TJ60Y7ZBO4EK,B005AAVBVW,"Kevin Sanders ""Supreme""","[0, 0]","the only bad thing about this case is the power or sleep/wake button every Sanoxy bumper case ive ordered had a broken, or damaged button that didnt click well, but super glue fixed it really nice, so its like not broken anymore, plus the case was sorta stretched when i received it but not an issue just need to reshape it a bit",4,Very nice case,1368057600,"05 9, 2013",
A1B2T9CD4E2OB5,B005JHIYLG,goodperson,"[0, 0]",The back scratches easily. The case is a little bulky but fits the phone super tight. Cool looking case and definitely does its job.,3,Not bad.,1383091200,"10 30, 2013",
ATX7CZYFXI1KW,B0042FV2SI,patrice m rogoza,"[0, 0]",we used it on all of our phones. nice that no fingerprints dont get on it. easy to wipe off,5,iphone 4s anti glare anti scratch anti fingerprint matte cover,1359849600,"02 3, 2013",
ASTJR9Q07MHDO,B00939905K,carrizales,"[0, 1]",Chose this item cause my daughter likes panda bears and this was a great deal on the price and she will enjoy,5,Case,1396396800,"04 2, 2014",
A1NGYBTJ5Y15Y7,B00KB5FNMY,BoilerRage,"[1, 1]","Really pleased with this purchase. I had been looking for something different and had someone recommend searching for tempered glass. This SWISS Edge had nice reviews so I went for it. Just installed and loving it already. Just like having a naked screen to view, feels great, and controls respond incredibly well. Worth the extra expense IMO. Great seller got this to me w/in 24 hours of my order being placed!",5,Works great on my S5,1401235200,"05 28, 2014",
A1GT933RLVM0A,B00929ZOTW,"Peter C. ""Peter""","[0, 0]",I had lost my original ones so I found these guys here. These are pretty much exactly the same. No problems at all and there in great quality!,5,Great replacement!,1376524800,"08 15, 2013",
A21O5ULBAZD8SZ,B00A55Q2HA,Brian White,"[2, 2]","I had a Ringke Slim that was not bad, but I desired a bit more protection. Bought a $5 case from ebay to use the last three weeks while I waited for a good case -- this is it! Perfect style, the matte/shiny lip is an awesome design, the buttons - while covered by thin TPU - function great and are very easy to press. The overall fit and finish is PERFECT on this case. The price is right too.Almost canceled my order but glad I didn't. Thanks Diztronic!",5,Best case - design and build are perfect,1354838400,"12 7, 2012",
A2L8FUCG0CYD4H,B003M2Y3UQ,vato,"[0, 0]","Not what i expected, but just as shown . I thought I could trim it to cover my HTC Evo with the extended battery , but it does not unless I cut out a hole. Inexpensive though so not a great loss.",3,Jelly skin,1306627200,"05 29, 2011",
A3EX4K8K64M0TO,B009VOISGY,John Jones,"[0, 0]","This is an extra gadget that I don't need. I bought it as an alternative method of carrying my &#34;phablet&#34;. However after receiving it, I found it to be a poor substitute for my pouch that I carry with me 24/7. I even gave it to a friend of mine because he can make better use of it than I!",3,Sport Arm Band for Note 2,1369180800,"05 22, 2013",
A2R5TGI1ZJETUA,B00A7BDAWC,"Campmaster Tom ""There's no place like 127.0.0.1""","[0, 0]","This case works extremely well on my Galaxy Note 2. The fit is nice and snug and fits properly. Allows proper access to all the ports, power headphones etc.. The kickstand also works very well, not the sturdiest, but if your careful, should last!",5,Great fit and look,1372464000,"06 29, 2013",
A3VSSJM5341AB2,B004I53CNU,Ivy,"[0, 0]",love it cant complain it protects my phone real good and its thick great protection for while im at work,5,Cant complain,1357603200,"01 8, 2013",
A182BL642WB691,B004K1EDEO,Big.Hoss,"[0, 0]","This is a good product so far. I've worn more comfortable ear pieces, but its not TOO bad. It pairs easily and the sound quality is better than most. I recommend it for someone needing one that is inexpensive, practical, and works well.",4,Great ear piece,1376697600,"08 17, 2013",
A3KKP755K3XMGX,B00ANUM6FY,Bruce,"[5, 6]","If you have the Hyperion extended battery and door for your Note 2, this is the only case that fits correctly and well. And a nice bonus is the kickstand !! You can spend more on silly cases, but this one gives the phone a touch of class and feels right on your hands when you are holding it. All ports are easily accessible too and I like the color choices as well.",5,The best and only case !!,1356134400,"12 22, 2012",
A28UJBAAYJ93UB,B0076GKFWE,Christa,"[0, 0]","This case is perfect for the summer time with it being so bright. I have yet to use it, but I put it on my phone to make sure it fits and it does so I'm sure I will be perfect for me this summer.",5,Green cell phone case,1363651200,"03 19, 2013",
A3VRLPNRXFB1OY,B009LU9UR4,1978,"[0, 0]",EASY FOR ON THE GO IF YOU DON'T WANNA USE YOUR FINGERS TO TEXT MAINLY IF YOUR HANDS ARE WET OR DIRTY AND YOU DON'T WANT TO TOUCH YOUR PHONE SCREEN.,5,STYLUS,1376870400,"08 19, 2013",
A2LI8L6O4M0G1K,B00GAQHHEA,CuriousEggroll,"[0, 1]",Nothing really stands out from this screen protector to others but it's pretty thin and the adhesive isn't the best. You can run a finger on the screen and it will bubble.It's OK but I would look elsewhere.,3,Really thin and isn't sticky,1403740800,"06 26, 2014",
A1DNHQUY05Q23H,B00713BV48,Monica,"[0, 0]",This case is also one of my favorite.  It reminds me of Spring.  Very neat case great protection and style for my iPhone,5,Spring Time Case,1364515200,"03 29, 2013",
A13PLFEDNYBDSV,B005FKT0NI,Agent Amazon,"[0, 0]",I love this case! It is super cute! It came 13 days earlier than expected! It look very real! This is a great case for all ages!Hope it helped(::),5,YELLOW GAME AWESOME!,1377129600,"08 22, 2013",
A1LTEJ8TJ84NXS,B00JJ2C0S0,A. B. West,"[0, 0]","Great USB Multiport Charger that works well for charging Apple products. I own a iPad Air, iPad Mini and iPhone. I can charge all three at the same time with excellent results and efficiency. This is a must have for those that own multiple Apple mobile products.",5,Great Charger For iPads and iPhones,1405987200,"07 22, 2014",
AUC1ZSR0NOWRH,B004063YOY,risamariee,"[0, 0]","It's a cute case, but it was kind of chipped paint when I got it. I think it's pointless that there's a slot for the sim card.",3,Cute Case,1366416000,"04 20, 2013",
A1Q0J72AMYGTNT,B00JQKCVV6,Tasma Buchanan,"[1, 1]",I'm very happy with this case. I was very easy to put on my phone. I love the design and the fact that it's smooth so I can put it in my pocket and remove it from my back pocket of my jeans with ease.,5,Excellent case,1400457600,"05 19, 2014",
ARQNRSG94VDEX,B00GTZRPEE,RDE59,"[0, 0]",This case was a very good buy and the price was right.Got it for my grandsons iphone5c for the added protection.Had one previously for the  Iphone4.,5,Good buy,1395705600,"03 25, 2014",
A13LHBUYIK9TMC,B00HDX3UWW,sara gillman,"[0, 0]",Works great and love that it doesn't  get tangled up!  It sits flat on the floor so my kids don't trip on it as much as they did with the traditional cords!,5,No tangles!,1402963200,"06 17, 2014",
ABH741JTXOZZN,B006WU4CQK,Amazon Customer,"[0, 0]","I got this case and was disappointed at how red it was. The stylus is hot pink, the correct shade it's supposed to be. However the case is way darker- RED!!This only got 3 stars because if you do like red its a nice shade and looks nice. However I don't like red so, yeah...",3,"This is red, not hot pink",1349740800,"10 9, 2012",
A14H2WTFVA1ESO,B00CPACP24,George,"[7, 9]","These are nice cords, They are well made and the length is great. They work and look just like an Original Apple cable.",5,GREAT BUNDLE,1386201600,"12 5, 2013",
A24F1TQBSK3FJD,B004IEH7FA,shannon,"[0, 0]",when you put it on it pushes up my screen protector on the side which drives me crazy. i dont really use this because of that problem but when i did use it i liked the way it looked on my black iphone.,3,okay,1368489600,"05 14, 2013",
AB1ZV60WX05M6,B00896903K,"1coss+3nails=4gvn ""1cross+3nails=4gvn""","[0, 0]","Man this is great, I can even control the phone better and put it sup and take it out of my vertical case without hit'n buttons, a great deal and price ! :-)",5,case,1365379200,"04 8, 2013",
A287547UH1VBJ7,B005IRMZEY,K. Smith,"[0, 0]",This is a great battery and perfect for my blackberry. It worked as soon as it arrived. My phone is just like new! Highly recommend.,5,Perfect,1374883200,"07 27, 2013",
ATWQ558HLWV8K,B008GYZSEA,Savannah,"[0, 0]",This is super cute!!! I got it for my sister in law who is in love with hello kitty anything and she loves this!!!! It fits any head phone jack too!!!,5,Love it!!!,1366502400,"04 21, 2013",
A3PCEB9ND82AGE,B009LPVE1Y,maj71303,"[1, 1]",This has to be the best screen protector I've ever had. Not any problems applying just take your time and read the instructions. comes with lifetime guarantee and the bubbles disappear after a couple days.,5,where have you been all my life,1367280000,"04 30, 2013",
A2CF0P2FMKL8UK,B004XUAK3U,dadof5,"[0, 0]",I bought this to use with Apple Ipod Touch 4 and it stopped working after just a few weeks of minimal use. Don't waste your money.,1,"Junk, stopped working after minimal use",1340236800,"06 21, 2012",
A3EF2L5FYAR2E,B008OSESSA,Tam,"[0, 0]",i Buy this Wallet Case for my iPhone 5 and looks great!! Protects very well my iPhone 5 and Have 2 compartments for id and credit cards!!,5,Great Good Looking Wallet Case for iPhone 5!!!,1359244800,"01 27, 2013",
A36Y6BFEEGBP5X,B007QH578U,MAC,"[0, 0]","I love all the colors in the mix, I ordered many so I can hand them out with the case I make and everyone loves them!",5,Love Them,1370995200,"06 12, 2013",
AXSDD6K2AFVKA,B0085YEA90,darrell,"[0, 0]","not too much to say about this device.  uhm it works perfectly,  it was cheaply priced, it shipped very fast, it fits my phone, it hasn't broken n the time that I've had it soo far. if u r looming 3 a cheap & effective car charger look no further bc it has arrived.  thx",5,works fine,1368144000,"05 10, 2013",
